DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2021-10-21	34177453	Swart PC	2021-06-10	Front Neurosci	www.ncbi.nlm.nih.gov/pubmed/34177453	A Genome-Wide Association Study and Polygenic Risk Score Analysis of Posttraumatic Stress Disorder and Metabolic Syndrome in a South African Population.	Post-traumatic stress disorder	260 South African Colored cases, 343 South African Colored controls	NA	17q24.2	17	68961182		ABCA9-AS1			ENSG00000231749			rs77235638-?	rs77235638	0	77235638	intron_variant	0	NR	4E-7	6.3979400086720375		0.567	unit decrease	Illumina [11927194] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90020063	Genome-wide genotyping array
2015-06-24	25456346	Nievergelt CM	2014-10-30	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/25456346	Genomic predictors of combat stress vulnerability and resilience in U.S. Marines: A genome-wide association study across multiple ancestries implicates PRTFDC1 as a potential PTSD gene.	Post-traumatic stress disorder	940 European, Hispanic, Native American, African American, East Asian and other ancestry cases, 2,554 European, Hispanic, Native American, African American, East Asian and other ancestry trauma-exposed controls	313 European ancestry cases, 178 European ancestry trauma-exposed controls	10p12.1	10	24927877	PRTFDC1	PRTFDC1			ENSG00000099256			rs1033962-A	rs1033962	0	1033962	intron_variant	0	0.22	2E-9	8.698970004336019		1.43	[1.31-1.55]	Illumina [21693469] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002681	Genome-wide genotyping array
2015-06-24	25456346	Nievergelt CM	2014-10-30	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/25456346	Genomic predictors of combat stress vulnerability and resilience in U.S. Marines: A genome-wide association study across multiple ancestries implicates PRTFDC1 as a potential PTSD gene.	Post-traumatic stress disorder	940 European, Hispanic, Native American, African American, East Asian and other ancestry cases, 2,554 European, Hispanic, Native American, African American, East Asian and other ancestry trauma-exposed controls	313 European ancestry cases, 178 European ancestry trauma-exposed controls	1q24.1	1	166824980	POGK	CNN2P10 - POGK	ENSG00000232223	ENSG00000143157		27797	14467	rs2312236-T	rs2312236	0	2312236	intergenic_variant	1	0.056	3E-6	5.522878745280337	(Hispanic)	3.31	[2.81-3.81]	Illumina [21693469] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002681	Genome-wide genotyping array
2015-06-24	25456346	Nievergelt CM	2014-10-30	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/25456346	Genomic predictors of combat stress vulnerability and resilience in U.S. Marines: A genome-wide association study across multiple ancestries implicates PRTFDC1 as a potential PTSD gene.	Post-traumatic stress disorder	940 European, Hispanic, Native American, African American, East Asian and other ancestry cases, 2,554 European, Hispanic, Native American, African American, East Asian and other ancestry trauma-exposed controls	313 European ancestry cases, 178 European ancestry trauma-exposed controls	1q32.1	1	202180311	PTPRV	PTPRVP			ENSG00000243323			rs4511180-A	rs4511180	0	4511180	non_coding_transcript_exon_variant	0	0.268	8E-7	6.096910013008056	(African American)	4.178	[3.62-4.74]	Illumina [21693469] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002681	Genome-wide genotyping array
2015-06-24	25456346	Nievergelt CM	2014-10-30	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/25456346	Genomic predictors of combat stress vulnerability and resilience in U.S. Marines: A genome-wide association study across multiple ancestries implicates PRTFDC1 as a potential PTSD gene.	Post-traumatic stress disorder	940 European, Hispanic, Native American, African American, East Asian and other ancestry cases, 2,554 European, Hispanic, Native American, African American, East Asian and other ancestry trauma-exposed controls	313 European ancestry cases, 178 European ancestry trauma-exposed controls	1q32.1	1	202191842	LGR6	PTPRVP - LGR6	ENSG00000243323	ENSG00000133067		2387	1957	rs3100127-A	rs3100127	0	3100127	intergenic_variant	1	0.25	1E-6	6.0	(African American)	4.31	[3.73-4.89]	Illumina [21693469] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002681	Genome-wide genotyping array
2015-06-24	25456346	Nievergelt CM	2014-10-30	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/25456346	Genomic predictors of combat stress vulnerability and resilience in U.S. Marines: A genome-wide association study across multiple ancestries implicates PRTFDC1 as a potential PTSD gene.	Post-traumatic stress disorder	940 European, Hispanic, Native American, African American, East Asian and other ancestry cases, 2,554 European, Hispanic, Native American, African American, East Asian and other ancestry trauma-exposed controls	313 European ancestry cases, 178 European ancestry trauma-exposed controls	6q25.1	6	149036411	UST	UST			ENSG00000111962			rs10457838-C	rs10457838	0	10457838	intron_variant	0	0.724	2E-6	5.698970004336019	(African American)	6.702	[5.93-7.48]	Illumina [21693469] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002681	Genome-wide genotyping array
2015-06-24	25456346	Nievergelt CM	2014-10-30	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/25456346	Genomic predictors of combat stress vulnerability and resilience in U.S. Marines: A genome-wide association study across multiple ancestries implicates PRTFDC1 as a potential PTSD gene.	Post-traumatic stress disorder	940 European, Hispanic, Native American, African American, East Asian and other ancestry cases, 2,554 European, Hispanic, Native American, African American, East Asian and other ancestry trauma-exposed controls	313 European ancestry cases, 178 European ancestry trauma-exposed controls	8p23.2	8	4620822	CSMD1	CSMD1			ENSG00000183117			rs2616978-T	rs2616978	0	2616978	intron_variant	0	0.607	3E-6	5.522878745280337	(Hispanic)	2.004	[1.71-2.29]	Illumina [21693469] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002681	Genome-wide genotyping array
2015-06-24	25456346	Nievergelt CM	2014-10-30	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/25456346	Genomic predictors of combat stress vulnerability and resilience in U.S. Marines: A genome-wide association study across multiple ancestries implicates PRTFDC1 as a potential PTSD gene.	Post-traumatic stress disorder	940 European, Hispanic, Native American, African American, East Asian and other ancestry cases, 2,554 European, Hispanic, Native American, African American, East Asian and other ancestry trauma-exposed controls	313 European ancestry cases, 178 European ancestry trauma-exposed controls	9q33.3	9	124005148	LHX2	LHX2			ENSG00000106689			rs58649573-T	rs58649573	1	4838092	intron_variant	0	0.441	9E-7	6.045757490560675	(African American)	5.277	[4.62-5.93]	Illumina [21693469] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002681	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder	300 European ancestry cases, up to 1,538 European ancestry controls, 444 African American cases, up to 2,936 African American controls	207 European ancestry cases, up to 1,692 European ancestry controls, 89 African American cases, up to 655 African American controls	4q32.3	4	165951384	TLL1	TLL1			ENSG00000038295			rs6812849-?	rs6812849	0	6812849	intron_variant	0	NR	3E-9	8.522878745280337	(Whole cohort; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002038	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder	300 European ancestry cases, up to 1,538 European ancestry controls, 444 African American cases, up to 2,936 African American controls	207 European ancestry cases, up to 1,692 European ancestry controls, 89 African American cases, up to 655 African American controls	4q32.3	4	165951384	TLL1	TLL1			ENSG00000038295			rs6812849-?	rs6812849	0	6812849	intron_variant	0	NR	1E-6	6.0	(Trauma Exposed controls; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002038	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	14q21.3	14	48957639	RPS29	RPL18P1 - ATP5MC2P2	ENSG00000242417	ENSG00000258401		467205	416327	rs7158872-?	rs7158872	0	7158872	intergenic_variant	1	NR	3E-6	5.522878745280337	(Trauma exposed controls; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	10q23.1	10	85848703	GRIN1	GRID1			ENSG00000182771			rs7076096-?	rs7076096	0	7076096	intron_variant	0	NR	5E-6	5.301029995663981	(Trauma exposed controls; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	7p12.1	7	51938719	COBL	RN7SL292P - SGO1P2	ENSG00000242650	ENSG00000234304		221797	953118	rs406001-?	rs406001	0	406001	intergenic_variant	1	NR	2E-8	7.698970004336019	(Whole cohort; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
