DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Bipolar disorder vs ADHD (ordinary least squares (OLS))	20,352 bipolar disorder cases, 19,099 ADHD cases	NA	4q32.2	4	161378979		RPS14P7 - FSTL5	ENSG00000242635	ENSG00000168843		560110	4918	rs79360559-?	rs79360559	0	79360559	non_coding_transcript_exon_variant	1	NR	2E-9	8.698970004336019		0.0212	NR unit decrease	NR [5637374] (imputed)	N	attention deficit hyperactivity disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0004985	GCST90016604	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Bipolar disorder vs ADHD (ordinary least squares (OLS))	20,352 bipolar disorder cases, 19,099 ADHD cases	NA	5q14.1	5	79544787		Y_RNA - Y_RNA	ENSG00000202522	ENSG00000202522		9833	17958	rs7707252-?	rs7707252	0	7707252	intron_variant	1	NR	2E-8	7.698970004336019		0.0198	NR unit increase	NR [5637374] (imputed)	N	attention deficit hyperactivity disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0004985	GCST90016604	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Bipolar disorder vs ADHD (ordinary least squares (OLS))	20,352 bipolar disorder cases, 19,099 ADHD cases	NA	12q13.12	12	49070666		RHEBL1 - DHH	ENSG00000167550	ENSG00000139549		641	15990	rs7969091-?	rs7969091	0	7969091	regulatory_region_variant	1	NR	2E-9	8.698970004336019		0.0212	NR unit increase	NR [5637374] (imputed)	N	attention deficit hyperactivity disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0004985	GCST90016604	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Bipolar disorder vs ADHD (ordinary least squares (OLS))	20,352 bipolar disorder cases, 19,099 ADHD cases	NA	15q14	15	38694612		LINC02694			ENSG00000175779			rs12898460-?	rs12898460	0	12898460	intron_variant	0	NR	2E-9	8.698970004336019		0.0211	NR unit decrease	NR [5637374] (imputed)	N	attention deficit hyperactivity disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0004985	GCST90016604	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	1p21.3	1	96417671		LINC01787 - UBE2WP1	ENSG00000231987	ENSG00000234422		43546	923	rs12025137-?	rs12025137	0	12025137	intergenic_variant	1	NR	8E-10	9.096910013008056		0.0211	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	1p21.3	1	98021777		MIR137HG			ENSG00000225206			rs9659624-?	rs9659624	0	9659624	intron_variant	0	NR	8E-14	13.096910013008056		0.0257	NR unit increase	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	1q21.3	1	150998719		MINDY1			ENSG00000143409			rs79366331-?	rs79366331	0	79366331	intron_variant	0	NR	3E-8	7.522878745280337		0.0191	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	1q43	1	239038351		MIPEPP2 - CHRM3	ENSG00000224783	ENSG00000133019		259151	348214	rs10802742-?	rs10802742	0	10802742	intergenic_variant	1	NR	3E-8	7.522878745280337		0.019	NR unit increase	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	1q43	1	243324559		SDCCAG8			ENSG00000054282			rs12058508-?	rs12058508	0	12058508	intron_variant	0	NR	3E-8	7.522878745280337		0.0191	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	2q32.1	2	184643769		ZNF804A			ENSG00000170396			rs57159364-?	rs57159364	0	57159364	intron_variant	0	NR	2E-9	8.698970004336019		0.0207	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	2q33.1	2	199125384		PLCL1 - RNU7-147P	ENSG00000115896	ENSG00000238698		552803	65675	rs1451488-?	rs1451488	0	1451488	intergenic_variant	1	NR	2E-11	10.698970004336019		0.023	NR unit increase	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	2q33.1	2	199851396		FTCDNL1 - RN7SL717P	ENSG00000226124	ENSG00000240302		204	49685	rs796364-?	rs796364	0	796364	regulatory_region_variant	1	NR	5E-10	9.301029995663981		0.0213	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	2q37.1	2	232727791		GIGYF2			ENSG00000204120			rs6704768-?	rs6704768	0	6704768	intron_variant	0	NR	3E-17	16.522878745280337		0.029	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	3p22.2	3	36802580		HSPD1P6 - LINC02033	ENSG00000230067	ENSG00000279727		18413	16696	rs9882879-?	rs9882879	0	9882879	intergenic_variant	1	NR	1E-9	9.0		0.0208	NR unit increase	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	3p21.1	3	53141001		RFT1 - PRKCD	ENSG00000163933	ENSG00000163932		10548	15008	rs1080500-?	rs1080500	0	1080500	intergenic_variant	1	NR	2E-8	7.698970004336019		0.0193	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	3q22.3	3	136195634		MSL2			ENSG00000174579			rs9845457-?	rs9845457	0	9845457	5_prime_UTR_variant	0	NR	2E-8	7.698970004336019		0.0193	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	4q24	4	102276925		SLC39A8			ENSG00000138821			rs13135092-?	rs13135092	0	13135092	intron_variant	0	NR	4E-8	7.3979400086720375		0.0189	NR unit increase	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	4q24	4	102859339		UBE2D3			ENSG00000109332			rs223346-?	rs223346	0	223346	intron_variant	0	NR	8E-10	9.096910013008056		0.0211	NR unit increase	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	5p12	5	45216147		MRPS30 - HCN1	ENSG00000112996	ENSG00000164588		395719	38801	rs62367473-?	rs62367473	0	62367473	intergenic_variant	1	NR	2E-8	7.698970004336019		0.0193	NR unit increase	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	5q12.1	5	61217674		SMIM15-AS1, LINC02057			ENSG00000251279, ENSG00000249279			rs34635-?	rs34635	0	34635	intron_variant	0	NR	2E-8	7.698970004336019		0.0194	NR unit increase	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	5q33.1	5	152627515		LINC01470			ENSG00000249484			rs13361438-?	rs13361438	0	13361438	intron_variant	0	NR	1E-8	8.0		0.0196	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	7p22.3	7	1981360		MAD1L1			ENSG00000002822			rs12668848-?	rs12668848	0	12668848	intron_variant	0	NR	8E-11	10.096910013008056		0.0223	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	7p15.1	7	28389624		CREB5			ENSG00000146592			rs42694-?	rs42694	0	42694	intron_variant	0	NR	8E-9	8.096910013008056		0.0198	NR unit increase	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	7q11.22	7	72294084		CALN1			ENSG00000183166			rs56150095-?	rs56150095	0	56150095	intron_variant	0	NR	5E-12	11.301029995663981		0.0238	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	7q21.12	7	86798310		GRM3-AS1, GRM3			ENSG00000233073, ENSG00000198822			rs12704290-?	rs12704290	0	12704290	intron_variant	0	NR	2E-10	9.698970004336019		0.0219	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	7q31.1	7	111337645		IMMP2L			ENSG00000184903			rs12539177-?	rs12539177	0	12539177	intron_variant	0	NR	3E-10	9.522878745280337		0.0216	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs ADHD (ordinary least squares (OLS))	40,675 schizophrenia cases, 19,099 ADHD cases	NA	7q33	7	137391966		DGKI			ENSG00000157680			rs10954580-?	rs10954580	0	10954580	intron_variant	0	NR	1E-8	8.0		0.0196	NR unit decrease	NR [4428082] (imputed)	N	attention deficit hyperactivity disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016618	Genome-wide genotyping array
